Pitch,Roll,Yaw,M1,M2,M3,M4,Type
0,0.1,0,1990,2000,2010,2000,0
-0.1,0,0,2000,1990,2000,2010,0
0,-0.1,0,2010,2000,1990,2000,0
0.1,0,0,2000,2010,2000,1990,0
0,0.1,0,1990,2000,2010,2000,0
-0.1,0,0,2000,1990,2000,2010,0
0,0.1,0,1990,2000,2010,2000,0
0.2,-0.2,2,2030,2020,2020,1980,1
0.1,-0.3,3,2040,2010,2030,1990,1
0,-0.4,4,2050,2000,2040,2000,1
-0.1,-0.5,5,2060,1990,2050,2010,1
-0.2,-0.6,6,2070,1980,2060,2020,1
-0.1,-0.7,7,2080,1990,2070,2010,1
-0.228571429,-0.8,8,2090,1977.142857,2080,2022.857143,1
-0.285714286,-0.9,9,2100,1971.428571,2090,2028.571429,1
-0.342857143,-1,10,2110,1965.714286,2100,2034.285714,1
-0.4,-1.1,11,2120,1960,2110,2040,1
-0.457142857,-1.2,12,2130,1954.285714,2120,2045.714286,1
-0.514285714,-1.3,13,2140,1948.571429,2130,2051.428571,1
-0.571428571,-1.4,14,2150,1942.857143,2140,2057.142857,1
-0.628571429,-1.5,15,2160,1937.142857,2150,2062.857143,1
-0.685714286,-1.6,16,2170,1931.428571,2160,2068.571429,1
-0.742857143,-1.7,17,2180,1925.714286,2170,2074.285714,1
-0.8,-1.8,18,2190,1920,2180,2080,1
-0.857142857,-1.9,19,2200,1914.285714,2190,2085.714286,1
-0.914285714,-2,20,2210,1908.571429,2200,2091.428571,1
-0.971428571,-2.1,21,2220,1902.857143,2210,2097.142857,1
-1.028571429,-2.2,22,2230,1897.142857,2220,2102.857143,1
-1.085714286,-2.3,23,2240,1891.428571,2230,2108.571429,1
-1.142857143,-2.4,24,2250,1885.714286,2240,2114.285714,1
-1.2,-2.5,25,2260,1880,2250,2120,1
-1.257142857,-2.6,26,2270,1874.285714,2260,2125.714286,1
-1.314285714,-2.7,27,2280,1868.571429,2270,2131.428571,1
-1.371428571,-2.8,28,2290,1862.857143,2280,2137.142857,1
-1.428571429,-2.9,29,2300,1857.142857,2290,2142.857143,1
-1.485714286,-3,30,2310,1851.428571,2300,2148.571429,1
-1.542857143,-3.1,31,2320,1845.714286,2310,2154.285714,1
-1.6,-3.2,32,2330,1840,2320,2160,1
-1.657142857,-3.3,33,2340,1834.285714,2330,2165.714286,1
-1.714285714,-3.4,34,2350,1828.571429,2340,2171.428571,1
-1.771428571,-3.5,35,2360,1822.857143,2350,2177.142857,1
-1.828571429,-3.6,36,2370,1817.142857,2360,2182.857143,1
-1.885714286,-3.7,37,2380,1811.428571,2370,2188.571429,1
-1.942857143,-3.8,38,2390,1805.714286,2380,2194.285714,1
-2,-3.9,39,2400,1800,2390,2200,1
-2.057142857,-4,40,2410,1794.285714,2400,2205.714286,1
-2.114285714,-4.1,41,2420,1788.571429,2410,2211.428571,1
-2.171428571,-4.2,42,2430,1782.857143,2420,2217.142857,1
-2.228571429,-4.3,43,2440,1777.142857,2430,2222.857143,1
-2.285714286,-4.4,44,2450,1771.428571,2440,2228.571429,1
-2.342857143,-4.5,45,2460,1765.714286,2450,2234.285714,1
-2.4,-4.6,46,2470,1760,2460,2240,1
-2.457142857,-4.7,47,2480,1754.285714,2470,2245.714286,1
-2.514285714,-4.8,48,2490,1748.571429,2480,2251.428571,1
-2.571428571,-4.9,49,2500,1742.857143,2490,2257.142857,1
-2.628571429,-5,50,2510,1737.142857,2500,2262.857143,1
-2.685714286,-5.1,51,2520,1731.428571,2510,2268.571429,1
-2.742857143,-5.2,52,2530,1725.714286,2520,2274.285714,1
-2.8,-5.3,53,2540,1720,2530,2280,1
-2.857142857,-5.4,54,2550,1714.285714,2540,2285.714286,1
-2.914285714,-5.5,55,2560,1708.571429,2550,2291.428571,1
-2.971428571,-5.6,56,2570,1702.857143,2560,2297.142857,1
-3.028571429,-5.7,57,2580,1697.142857,2570,2302.857143,1
-3.085714286,-5.8,58,2590,1691.428571,2580,2308.571429,1
-3.142857143,-5.9,59,2600,1685.714286,2590,2314.285714,1
-3.2,-6,60,2610,1680,2600,2320,1
-3.257142857,-6.1,61,2620,1674.285714,2610,2325.714286,1
-3.314285714,-6.2,62,2630,1668.571429,2620,2331.428571,1
-3.371428571,-6.3,63,2640,1662.857143,2630,2337.142857,1
-3.428571429,-6.4,64,2650,1657.142857,2640,2342.857143,1
-3.485714286,-6.5,65,2660,1651.428571,2650,2348.571429,1
-3.542857143,-6.6,66,2670,1645.714286,2660,2354.285714,1
-3.6,-6.7,67,2680,1640,2670,2360,1
-3.657142857,-6.8,68,2690,1634.285714,2680,2365.714286,1
-3.714285714,-6.9,69,2700,1628.571429,2690,2371.428571,1
-3.771428571,-7,70,2710,1622.857143,2700,2377.142857,1
-3.828571429,-7.1,71,2720,1617.142857,2710,2382.857143,1
-3.885714286,-7.2,72,2730,1611.428571,2720,2388.571429,1
-3.942857143,-7.3,73,2740,1605.714286,2730,2394.285714,1
-4,-7.4,74,2750,1600,2740,2400,1
-4.057142857,-7.5,75,2760,1594.285714,2750,2405.714286,1
-4.114285714,-7.6,76,2770,1588.571429,2760,2411.428571,1
-4.171428571,-7.7,77,2780,1582.857143,2770,2417.142857,1
-4.228571429,-7.8,78,2790,1577.142857,2780,2422.857143,1
-4.285714286,-7.9,79,2800,1571.428571,2790,2428.571429,1
-4.342857143,-8,80,2810,1565.714286,2800,2434.285714,1
-4.4,-8.1,81,2820,1560,2810,2440,1
-4.457142857,-8.2,82,2830,1554.285714,2820,2445.714286,1
-4.514285714,-8.3,83,2840,1548.571429,2830,2451.428571,1
-4.571428571,-8.4,84,2850,1542.857143,2840,2457.142857,1
-4.628571429,-8.5,85,2860,1537.142857,2850,2462.857143,1
-4.685714286,-8.6,86,2870,1531.428571,2860,2468.571429,1
-4.742857143,-8.7,87,2880,1525.714286,2870,2474.285714,1
-4.8,-8.8,88,2890,1520,2880,2480,1
-4.857142857,-8.9,89,2900,1514.285714,2890,2485.714286,1
-4.914285714,-9,90,2910,1508.571429,2900,2491.428571,1
-4.971428571,-9.1,91,2920,1502.857143,2910,2497.142857,1
-5.028571429,-9.2,92,2930,1497.142857,2920,2502.857143,1
-5.085714286,-9.3,93,2940,1491.428571,2930,2508.571429,1
-5.142857143,-9.4,94,2950,1485.714286,2940,2514.285714,1
-5.2,-9.5,95,2960,1480,2950,2520,1
-5.257142857,-9.6,96,2970,1474.285714,2960,2525.714286,1
-5.314285714,-9.7,97,2980,1468.571429,2970,2531.428571,1
-5.371428571,-9.8,98,2990,1462.857143,2980,2537.142857,1
-5.428571429,-9.9,99,3000,1457.142857,2990,2542.857143,1
-5.485714286,-10,100,3010,1451.428571,3000,2548.571429,1
-5.542857143,-10.1,101,3020,1445.714286,3010,2554.285714,1
-5.6,-10.2,102,3030,1440,3020,2560,1
-5.657142857,-10.3,103,3040,1434.285714,3030,2565.714286,1
-5.714285714,-10.4,104,3050,1428.571429,3040,2571.428571,1
-5.771428571,-10.5,105,3060,1422.857143,3050,2577.142857,1
-5.828571429,-10.6,106,3070,1417.142857,3060,2582.857143,1
-5.885714286,-10.7,107,3080,1411.428571,3070,2588.571429,1
-5.942857143,-10.8,108,3090,1405.714286,3080,2594.285714,1
-6,-10.9,109,3100,1400,3090,2600,1
-6.057142857,-11,110,3110,1394.285714,3100,2605.714286,1
-6.114285714,-11.1,111,3120,1388.571429,3110,2611.428571,1
-6.171428571,-11.2,112,3130,1382.857143,3120,2617.142857,1
-6.228571429,-11.3,113,3140,1377.142857,3130,2622.857143,1
-6.285714286,-11.4,114,3150,1371.428571,3140,2628.571429,1
-6.342857143,-11.5,115,3160,1365.714286,3150,2634.285714,1
-6.4,-11.6,116,3170,1360,3160,2640,1
-6.457142857,-11.7,117,3180,1354.285714,3170,2645.714286,1
-6.514285714,-11.8,118,3190,1348.571429,3180,2651.428571,1
-6.571428571,-11.9,119,3200,1342.857143,3190,2657.142857,1
-6.628571429,-12,120,3210,1337.142857,3200,2662.857143,1
-6.685714286,-12.1,121,3220,1331.428571,3210,2668.571429,1
-6.742857143,-12.2,122,3230,1325.714286,3220,2674.285714,1
-6.8,-12.3,123,3240,1320,3230,2680,1
-6.857142857,-12.4,124,3250,1314.285714,3240,2685.714286,1
-6.914285714,-12.5,125,3260,1308.571429,3250,2691.428571,1
-6.971428571,-12.6,126,3270,1302.857143,3260,2697.142857,1
-7.028571429,-12.7,127,3280,1297.142857,3270,2702.857143,1
-7.085714286,-12.8,128,3290,1291.428571,3280,2708.571429,1
-7.142857143,-12.9,129,3300,1285.714286,3290,2714.285714,1
-7.2,-13,130,3310,1280,3300,2720,1
-7.257142857,-13.1,131,3320,1274.285714,3310,2725.714286,1
-7.314285714,-13.2,132,3330,1268.571429,3320,2731.428571,1
-7.371428571,-13.3,133,3340,1262.857143,3330,2737.142857,1
-7.428571429,-13.4,134,3350,1257.142857,3340,2742.857143,1
-7.485714286,-13.5,135,3360,1251.428571,3350,2748.571429,1
-7.542857143,-13.6,136,3370,1245.714286,3360,2754.285714,1
-7.6,-13.7,137,3380,1240,3370,2760,1
-7.657142857,-13.8,138,3390,1234.285714,3380,2765.714286,1
-7.714285714,-13.9,139,3400,1228.571429,3390,2771.428571,1
-7.771428571,-14,140,3410,1222.857143,3400,2777.142857,1
-7.828571429,-14.1,141,3420,1217.142857,3410,2782.857143,1
-7.885714286,-14.2,142,3430,1211.428571,3420,2788.571429,1
-7.942857143,-14.3,143,3440,1205.714286,3430,2794.285714,1
-8,-14.4,144,3450,1200,3440,2800,1
-8.057142857,-14.5,145,3460,1194.285714,3450,2805.714286,1
-8.114285714,-14.6,146,3470,1188.571429,3460,2811.428571,1
-8.171428571,-14.7,147,3480,1182.857143,3470,2817.142857,1
-8.228571429,-14.8,148,3490,1177.142857,3480,2822.857143,1
-8.285714286,-14.9,149,3500,1171.428571,3490,2828.571429,1
-8.342857143,-15,150,3510,1165.714286,3500,2834.285714,1
-8.4,-15.1,151,3520,1160,3510,2840,1
-8.457142857,-15.2,152,3530,1154.285714,3520,2845.714286,1
-8.514285714,-15.3,153,3540,1148.571429,3530,2851.428571,1
-8.571428571,-15.4,154,3550,1142.857143,3540,2857.142857,1
-8.628571429,-15.5,155,3560,1137.142857,3550,2862.857143,1
-8.685714286,-15.6,156,3570,1131.428571,3560,2868.571429,1
-8.742857143,-15.7,157,3580,1125.714286,3570,2874.285714,1
-8.8,-15.8,158,3590,1120,3580,2880,1
-8.857142857,-15.9,159,3600,1114.285714,3590,2885.714286,1
-8.914285714,-16,160,3610,1108.571429,3600,2891.428571,1
-8.971428571,-16.1,161,3620,1102.857143,3610,2897.142857,1
-9.028571429,-16.2,162,3630,1097.142857,3620,2902.857143,1
-9.085714286,-16.3,163,3640,1091.428571,3630,2908.571429,1
-9.142857143,-16.4,164,3650,1085.714286,3640,2914.285714,1
-9.2,-16.5,165,3660,1080,3650,2920,1
-9.257142857,-16.6,166,3670,1074.285714,3660,2925.714286,1
-9.314285714,-16.7,167,3680,1068.571429,3670,2931.428571,1
-9.371428571,-16.8,168,3690,1062.857143,3680,2937.142857,1
-9.428571429,-16.9,169,3700,1057.142857,3690,2942.857143,1
-9.485714286,-17,170,3710,1051.428571,3700,2948.571429,1
-9.542857143,-17.1,171,3720,1045.714286,3710,2954.285714,1
-9.6,-17.2,172,3730,1040,3720,2960,1
-9.657142857,-17.3,173,3740,1034.285714,3730,2965.714286,1
-9.714285714,-17.4,174,3750,1028.571429,3740,2971.428571,1
-9.771428571,-17.5,175,3760,1022.857143,3750,2977.142857,1
-9.828571429,-17.6,176,3770,1017.142857,3760,2982.857143,1
-9.885714286,-17.7,177,3780,1011.428571,3770,2988.571429,1
-9.942857143,-17.8,178,3790,1005.714286,3780,2994.285714,1
-10,-17.9,179,3800,1000,3790,3000,1
-10.05714286,-18,180,3810,994.2857143,3800,3005.714286,1
-10.11428571,-18.1,181,3820,988.5714286,3810,3011.428571,1
-10.17142857,-18.2,182,3830,982.8571429,3820,3017.142857,1
-10.22857143,-18.3,183,3840,977.1428571,3830,3022.857143,1
-10.28571429,-18.4,184,3850,971.4285714,3840,3028.571429,1
-10.34285714,-18.5,185,3860,965.7142857,3850,3034.285714,1
-10.4,-18.6,186,3870,960,3860,3040,1
-10.45714286,-18.7,187,3880,954.2857143,3870,3045.714286,1
-10.51428571,-18.8,188,3890,948.5714286,3880,3051.428571,1
-10.57142857,-18.9,189,3900,942.8571429,3890,3057.142857,1
-10.62857143,-19,190,3910,937.1428571,3900,3062.857143,1
-10.68571429,-19.1,191,3920,931.4285714,3910,3068.571429,1
-10.74285714,-19.2,192,3930,925.7142857,3920,3074.285714,1
-10.8,-19.3,193,3940,920,3930,3080,1
-10.85714286,-19.4,194,3950,914.2857143,3940,3085.714286,1
-10.91428571,-19.5,195,3960,908.5714286,3950,3091.428571,1
-10.97142857,-19.6,196,3970,902.8571429,3960,3097.142857,1
-11.02857143,-19.7,197,3980,897.1428571,3970,3102.857143,1
-11.08571429,-19.8,198,3990,891.4285714,3980,3108.571429,1
-11.14285714,-19.9,199,4000,885.7142857,3990,3114.285714,1
-11.2,-20,200,4010,880,4000,3120,1
-11.25714286,-20.1,201,4020,874.2857143,4010,3125.714286,1
-11.31428571,-20.2,202,4030,868.5714286,4020,3131.428571,1
-11.37142857,-20.3,203,4040,862.8571429,4030,3137.142857,1
-11.42857143,-20.4,204,4050,857.1428571,4040,3142.857143,1
-11.48571429,-20.5,205,4060,851.4285714,4050,3148.571429,1
-11.54285714,-20.6,206,4070,845.7142857,4060,3154.285714,1
-11.6,-20.7,207,4080,840,4070,3160,1
-11.65714286,-20.8,208,4090,834.2857143,4080,3165.714286,1
-11.71428571,-20.9,209,4100,828.5714286,4090,3171.428571,1
-11.77142857,-21,210,4110,822.8571429,4100,3177.142857,1
-11.82857143,-21.1,211,4120,817.1428571,4110,3182.857143,1
-11.88571429,-21.2,212,4130,811.4285714,4120,3188.571429,1
-11.94285714,-21.3,213,4140,805.7142857,4130,3194.285714,1
-12,-21.4,214,4150,800,4140,3200,1
-12.05714286,-21.5,215,4160,794.2857143,4150,3205.714286,1
-12.11428571,-21.6,216,4170,788.5714286,4160,3211.428571,1
-12.17142857,-21.7,217,4180,782.8571429,4170,3217.142857,1
-12.22857143,-21.8,218,4190,777.1428571,4180,3222.857143,1
-12.28571429,-21.9,219,4200,771.4285714,4190,3228.571429,1
-12.34285714,-22,220,4210,765.7142857,4200,3234.285714,1
-12.4,-22.1,221,4220,760,4210,3240,1
-12.45714286,-22.2,222,4230,754.2857143,4220,3245.714286,1
-12.51428571,-22.3,223,4240,748.5714286,4230,3251.428571,1
-12.57142857,-22.4,224,4250,742.8571429,4240,3257.142857,1
-12.62857143,-22.5,225,4260,737.1428571,4250,3262.857143,1
-12.68571429,-22.6,226,4270,731.4285714,4260,3268.571429,1
-12.74285714,-22.7,227,4280,725.7142857,4270,3274.285714,1
-12.8,-22.8,228,4290,720,4280,3280,1
-12.85714286,-22.9,229,4300,714.2857143,4290,3285.714286,1
-12.91428571,-23,230,4310,708.5714286,4300,3291.428571,1
-12.97142857,-23.1,231,4320,702.8571429,4310,3297.142857,1
-13.02857143,-23.2,232,4330,697.1428571,4320,3302.857143,1
-13.08571429,-23.3,233,4340,691.4285714,4330,3308.571429,1
-13.14285714,-23.4,234,4350,685.7142857,4340,3314.285714,1
-13.2,-23.5,235,4360,680,4350,3320,1
-13.25714286,-23.6,236,4370,674.2857143,4360,3325.714286,1
-13.31428571,-23.7,237,4380,668.5714286,4370,3331.428571,1
-13.37142857,-23.8,238,4390,662.8571429,4380,3337.142857,1
-13.42857143,-23.9,239,4400,657.1428571,4390,3342.857143,1
-13.48571429,-24,240,4410,651.4285714,4400,3348.571429,1
-13.54285714,-24.1,241,4420,645.7142857,4410,3354.285714,1
-13.6,-24.2,242,4430,640,4420,3360,1
-13.65714286,-24.3,243,4440,634.2857143,4430,3365.714286,1
-13.71428571,-24.4,244,4450,628.5714286,4440,3371.428571,1
-13.77142857,-24.5,245,4460,622.8571429,4450,3377.142857,1
-13.82857143,-24.6,246,4470,617.1428571,4460,3382.857143,1
-13.88571429,-24.7,247,4480,611.4285714,4470,3388.571429,1
-13.94285714,-24.8,248,4490,605.7142857,4480,3394.285714,1
-14,-24.9,249,4500,600,4490,3400,1
-14.05714286,-25,250,4510,594.2857143,4500,3405.714286,1
-14.11428571,-25.1,251,4520,588.5714286,4510,3411.428571,1
-14.17142857,-25.2,252,4530,582.8571429,4520,3417.142857,1
-14.22857143,-25.3,253,4540,577.1428571,4530,3422.857143,1
-14.28571429,-25.4,254,4550,571.4285714,4540,3428.571429,1
-14.34285714,-25.5,255,4560,565.7142857,4550,3434.285714,1
-14.4,-25.6,256,4570,560,4560,3440,1
-14.45714286,-25.7,257,4580,554.2857143,4570,3445.714286,1
-14.51428571,-25.8,258,4590,548.5714286,4580,3451.428571,1
-14.57142857,-25.9,259,4600,542.8571429,4590,3457.142857,1
-14.62857143,-26,260,4610,537.1428571,4600,3462.857143,1
-14.68571429,-26.1,261,4620,531.4285714,4610,3468.571429,1
-14.74285714,-26.2,262,4630,525.7142857,4620,3474.285714,1
-14.8,-26.3,263,4640,520,4630,3480,1
-14.85714286,-26.4,264,4650,514.2857143,4640,3485.714286,1
-14.91428571,-26.5,265,4660,508.5714286,4650,3491.428571,1
-14.97142857,-26.6,266,4670,502.8571429,4660,3497.142857,1
-15.02857143,-26.7,267,4680,497.1428571,4670,3502.857143,1
-15.08571429,-26.8,268,4690,491.4285714,4680,3508.571429,1
-15.14285714,-26.9,269,4700,485.7142857,4690,3514.285714,1
-15.2,-27,270,4710,480,4700,3520,1
-15.25714286,-27.1,271,4720,474.2857143,4710,3525.714286,1
-15.31428571,-27.2,272,4730,468.5714286,4720,3531.428571,1
-15.37142857,-27.3,273,4740,462.8571429,4730,3537.142857,1
-15.42857143,-27.4,274,4750,457.1428571,4740,3542.857143,1
-15.48571429,-27.5,275,4760,451.4285714,4750,3548.571429,1
-15.54285714,-27.6,276,4770,445.7142857,4760,3554.285714,1
-15.6,-27.7,277,4780,440,4770,3560,1
-15.65714286,-27.8,278,4790,434.2857143,4780,3565.714286,1
-15.71428571,-27.9,279,4800,428.5714286,4790,3571.428571,1
-15.77142857,-28,280,4810,422.8571429,4800,3577.142857,1
-15.82857143,-28.1,281,4820,417.1428571,4810,3582.857143,1
-15.88571429,-28.2,282,4830,411.4285714,4820,3588.571429,1
-15.94285714,-28.3,283,4840,405.7142857,4830,3594.285714,1
-16,-28.4,284,4850,400,4840,3600,1
-16.05714286,-28.5,285,4860,394.2857143,4850,3605.714286,1
-16.11428571,-28.6,286,4870,388.5714286,4860,3611.428571,1
-16.17142857,-28.7,287,4880,382.8571429,4870,3617.142857,1
-16.22857143,-28.8,288,4890,377.1428571,4880,3622.857143,1
-16.28571429,-28.9,289,4900,371.4285714,4890,3628.571429,1
-16.34285714,-29,290,4910,365.7142857,4900,3634.285714,1
-16.4,-29.1,291,4920,360,4910,3640,1
-16.45714286,-29.2,292,4930,354.2857143,4920,3645.714286,1
-16.51428571,-29.3,293,4940,348.5714286,4930,3651.428571,1
-16.57142857,-29.4,294,4950,342.8571429,4940,3657.142857,1
-16.62857143,-29.5,295,4960,337.1428571,4950,3662.857143,1
-16.68571429,-29.6,296,4970,331.4285714,4960,3668.571429,1
-16.74285714,-29.7,297,4980,325.7142857,4970,3674.285714,1
-16.8,-29.8,298,4990,320,4980,3680,1
-16.85714286,-29.9,299,5000,314.2857143,4990,3685.714286,1
-16.91428571,-30,300,5010,308.5714286,5000,3691.428571,1
-16.97142857,-30.1,301,5020,302.8571429,5010,3697.142857,1
-17.02857143,-30.2,302,5030,297.1428571,5020,3702.857143,1
-17.08571429,-30.3,303,5040,291.4285714,5030,3708.571429,1
-17.14285714,-30.4,304,5050,285.7142857,5040,3714.285714,1
-17.2,-30.5,305,5060,280,5050,3720,1
-17.25714286,-30.6,306,5070,274.2857143,5060,3725.714286,1
-17.31428571,-30.7,307,5080,268.5714286,5070,3731.428571,1
-17.37142857,-30.8,308,5090,262.8571429,5080,3737.142857,1
-17.42857143,-30.9,309,5100,257.1428571,5090,3742.857143,1
-17.48571429,-31,310,5110,251.4285714,5100,3748.571429,1
-17.54285714,-31.1,311,5120,245.7142857,5110,3754.285714,1
-17.6,-31.2,312,5130,240,5120,3760,1
-17.65714286,-31.3,313,5140,234.2857143,5130,3765.714286,1
-17.71428571,-31.4,314,5150,228.5714286,5140,3771.428571,1
-17.77142857,-31.5,315,5160,222.8571429,5150,3777.142857,1
-17.82857143,-31.6,316,5170,217.1428571,5160,3782.857143,1
-17.88571429,-31.7,317,5180,211.4285714,5170,3788.571429,1
-17.94285714,-31.8,318,5190,205.7142857,5180,3794.285714,1
-18,-31.9,319,5200,200,5190,3800,1
-18.05714286,-32,320,5210,194.2857143,5200,3805.714286,1
-18.11428571,-32.1,321,5220,188.5714286,5210,3811.428571,1
-18.17142857,-32.2,322,5230,182.8571429,5220,3817.142857,1
-18.22857143,-32.3,323,5240,177.1428571,5230,3822.857143,1
-18.28571429,-32.4,324,5250,171.4285714,5240,3828.571429,1
-18.34285714,-32.5,325,5260,165.7142857,5250,3834.285714,1
-18.4,-32.6,326,5270,160,5260,3840,1
-18.45714286,-32.7,327,5280,154.2857143,5270,3845.714286,1
-18.51428571,-32.8,328,5290,148.5714286,5280,3851.428571,1
-18.57142857,-32.9,329,5300,142.8571429,5290,3857.142857,1
-18.62857143,-33,330,5310,137.1428571,5300,3862.857143,1
-18.68571429,-33.1,331,5320,131.4285714,5310,3868.571429,1
-18.74285714,-33.2,332,5330,125.7142857,5320,3874.285714,1
-18.8,-33.3,333,5340,120,5330,3880,1
-18.85714286,-33.4,334,5350,114.2857143,5340,3885.714286,1
-18.91428571,-33.5,335,5360,108.5714286,5350,3891.428571,1
-18.97142857,-33.6,336,5370,102.8571429,5360,3897.142857,1
-19.02857143,-33.7,337,5380,97.14285714,5370,3902.857143,1
-19.08571429,-33.8,338,5390,91.42857143,5380,3908.571429,1
-19.14285714,-33.9,339,5400,85.71428571,5390,3914.285714,1
-19.2,-34,340,5410,80,5400,3920,1
-19.25714286,-34.1,341,5420,74.28571429,5410,3925.714286,1
-19.31428571,-34.2,342,5430,68.57142857,5420,3931.428571,1
-19.37142857,-34.3,343,5440,62.85714286,5430,3937.142857,1
-19.42857143,-34.4,344,5450,57.14285714,5440,3942.857143,1
-19.48571429,-34.5,345,5460,51.42857143,5450,3948.571429,1
-19.54285714,-34.6,346,5470,45.71428571,5460,3954.285714,1
-19.6,-34.7,347,5480,40,5470,3960,1
-19.65714286,-34.8,348,5490,34.28571429,5480,3965.714286,1
-19.71428571,-34.9,349,5500,28.57142857,5490,3971.428571,1
-19.77142857,-35,350,5510,22.85714286,5500,3977.142857,1
-19.82857143,-35.1,351,5520,17.14285714,5510,3982.857143,1
-19.88571429,-35.2,352,5530,11.42857143,5520,3988.571429,1
-19.94285714,-35.3,353,5540,5.714285714,5530,3994.285714,1
-20,-35.4,354,5550,-3.21E-11,5540,4000,1
-20.05714286,-35.5,355,5560,-5.714285714,5550,4005.714286,1
-20.11428571,-35.6,356,5570,-11.42857143,5560,4011.428571,1
-20.17142857,-35.7,357,5580,-17.14285714,5570,4017.142857,1
-20.22857143,-35.8,358,5590,-22.85714286,5580,4022.857143,1
-20.28571429,-35.9,359,5600,-28.57142857,5590,4028.571429,1
-20.34285714,-36,360,5610,-34.28571429,5600,4034.285714,1
-20.4,-36.1,361,5620,-40,5610,4040,1
-20.45714286,-36.2,362,5630,-45.71428571,5620,4045.714286,1
-20.51428571,-36.3,363,5640,-51.42857143,5630,4051.428571,1
-20.57142857,-36.4,364,5650,-57.14285714,5640,4057.142857,1
-20.62857143,-36.5,365,5660,-62.85714286,5650,4062.857143,1
-20.68571429,-36.6,366,5670,-68.57142857,5660,4068.571429,1
-20.74285714,-36.7,367,5680,-74.28571429,5670,4074.285714,1
-20.8,-36.8,368,5690,-80,5680,4080,1
-20.85714286,-36.9,369,5700,-85.71428571,5690,4085.714286,1
-20.91428571,-37,370,5710,-91.42857143,5700,4091.428571,1
-20.97142857,-37.1,371,5720,-97.14285714,5710,4097.142857,1
-21.02857143,-37.2,372,5730,-102.8571429,5720,4102.857143,1
-21.08571429,-37.3,373,5740,-108.5714286,5730,4108.571429,1
-21.14285714,-37.4,374,5750,-114.2857143,5740,4114.285714,1
-21.2,-37.5,375,5760,-120,5750,4120,1
-21.25714286,-37.6,376,5770,-125.7142857,5760,4125.714286,1
-21.31428571,-37.7,377,5780,-131.4285714,5770,4131.428571,1
-21.37142857,-37.8,378,5790,-137.1428571,5780,4137.142857,1
-21.42857143,-37.9,379,5800,-142.8571429,5790,4142.857143,1
-21.48571429,-38,380,5810,-148.5714286,5800,4148.571429,1
-21.54285714,-38.1,381,5820,-154.2857143,5810,4154.285714,1
-21.6,-38.2,382,5830,-160,5820,4160,1
-21.65714286,-38.3,383,5840,-165.7142857,5830,4165.714286,1
-21.71428571,-38.4,384,5850,-171.4285714,5840,4171.428571,1
-21.77142857,-38.5,385,5860,-177.1428571,5850,4177.142857,1
-21.82857143,-38.6,386,5870,-182.8571429,5860,4182.857143,1
-21.88571429,-38.7,387,5880,-188.5714286,5870,4188.571429,1
-21.94285714,-38.8,388,5890,-194.2857143,5880,4194.285714,1
-22,-38.9,389,5900,-200,5890,4200,1
-22.05714286,-39,390,5910,-205.7142857,5900,4205.714286,1
-22.11428571,-39.1,391,5920,-211.4285714,5910,4211.428571,1
-22.17142857,-39.2,392,5930,-217.1428571,5920,4217.142857,1
-22.22857143,-39.3,393,5940,-222.8571429,5930,4222.857143,1
-22.28571429,-39.4,394,5950,-228.5714286,5940,4228.571429,1
-22.34285714,-39.5,395,5960,-234.2857143,5950,4234.285714,1
-22.4,-39.6,396,5970,-240,5960,4240,1
-22.45714286,-39.7,397,5980,-245.7142857,5970,4245.714286,1
-22.51428571,-39.8,398,5990,-251.4285714,5980,4251.428571,1
-22.57142857,-39.9,399,6000,-257.1428571,5990,4257.142857,1
-22.62857143,-40,400,6010,-262.8571429,6000,4262.857143,1
-22.68571429,-40.1,401,6020,-268.5714286,6010,4268.571429,1
-22.74285714,-40.2,402,6030,-274.2857143,6020,4274.285714,1
-22.8,-40.3,403,6040,-280,6030,4280,1
-22.85714286,-40.4,404,6050,-285.7142857,6040,4285.714286,1
-22.91428571,-40.5,405,6060,-291.4285714,6050,4291.428571,1
-22.97142857,-40.6,406,6070,-297.1428571,6060,4297.142857,1
-23.02857143,-40.7,407,6080,-302.8571429,6070,4302.857143,1
-23.08571429,-40.8,408,6090,-308.5714286,6080,4308.571429,1
-23.14285714,-40.9,409,6100,-314.2857143,6090,4314.285714,1
-23.2,-41,410,6110,-320,6100,4320,1
-23.25714286,-41.1,411,6120,-325.7142857,6110,4325.714286,1
-23.31428571,-41.2,412,6130,-331.4285714,6120,4331.428571,1
-23.37142857,-41.3,413,6140,-337.1428571,6130,4337.142857,1
-23.42857143,-41.4,414,6150,-342.8571429,6140,4342.857143,1
-23.48571429,-41.5,415,6160,-348.5714286,6150,4348.571429,1
-23.54285714,-41.6,416,6170,-354.2857143,6160,4354.285714,1
-23.6,-41.7,417,6180,-360,6170,4360,1
-23.65714286,-41.8,418,6190,-365.7142857,6180,4365.714286,1
-23.71428571,-41.9,419,6200,-371.4285714,6190,4371.428571,1
-23.77142857,-42,420,6210,-377.1428571,6200,4377.142857,1
-23.82857143,-42.1,421,6220,-382.8571429,6210,4382.857143,1
-23.88571429,-42.2,422,6230,-388.5714286,6220,4388.571429,1
-23.94285714,-42.3,423,6240,-394.2857143,6230,4394.285714,1
-24,-42.4,424,6250,-400,6240,4400,1
