Pitch,Roll,Yaw,M1,M2,M3,M4,Type,진동,비행상태,제어추천
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
-0.1,-0.5,5,2060,1990,2050,2010,1,Big,Unstable,"Ad PID, Other"
0.1,-0.1,1,2020,2010,2010,1990,1,Little big,Stable,"PID, Ad PID, Other"
0.2,-0.2,2,2030,2020,2020,1980,1,Little big,Stable,"PID, Ad PID, Other"
0.1,-0.3,3,2040,2010,2030,1990,1,Little big,Stable,"PID, Ad PID, Other"
0,-0.4,4,2050,2000,2040,2000,1,Big,Unstable,"Ad PID, Other"
